,Title,District,District ID,price,متراژ,نوع ملک,تعداد اتاق,پارکینگ,انباری,آسانسور,سن بنا,قیمت هر متر
888,فروش آپارتمان 136 متر در اقدسیه,اقدسیه,3566,"17,000,000,000",136,آپارتمان,2,دارد,دارد,دارد,6 سال,"125,000,000"
889,فروش آپارتمان 250 متر در اقدسیه,اقدسیه,3566,قیمت توافقی,۲۵۰,آپارتمان,۳,,,,۶ سال,
890,فروش آپارتمان 360 متر در اقدسیه,اقدسیه,3566,"90,000,000,000",360,آپارتمان,3,دارد,دارد,دارد,نوساز,"250,000,000"
891,فروش آپارتمان 200 متری در اقدسیه,اقدسیه,3566,قیمت توافقی,۱۴۵,آپارتمان,۳,,,,,
892,330متری 4خواب مستر در اقدسیه سپند,اقدسیه,3566,قیمت توافقی,۳۳۰,آپارتمان,۴,دارد,دارد,دارد,نوساز,
893,500متر پنت هاوس CLASSIC/4جهت ویو گلستان شمالی,اقدسیه,3566,قیمت توافقی,۵۰۰,آپارتمان,۴,دارد,دارد,دارد,۴ سال,
894,فروش آپارتمان 120 متر در اقدسیه,اقدسیه,3566,"9,100,000,000",120,آپارتمان,2,دارد,دارد,دارد,13 سال,"75,833,000"
895,فروش آپارتمان 266 متر در اقدسیه,اقدسیه,3566,"35,000,000,000",266,آپارتمان,4,دارد,دارد,دارد,11 سال,"131,579,000"
896,375 متر 3 پارکینگ تاپ لوکیشن زعفرانیه,الهیه,909,"47,000,000,000",375,آپارتمان,3,دارد,دارد,دارد,17 سال,"125,333,000"
897,فروش آپارتمان 350 متر در الهیه,الهیه,909,قیمت توافقی,۳۵۰,آپارتمان,۳,دارد,دارد,دارد,نوساز,
898,فروش آپارتمان 315 متر در الهیه,الهیه,909,"39,350,000,000",315,آپارتمان,4,دارد,دارد,دارد,10 سال,"124,921,000"
899,فروش آپارتمان 350 متر در بهترین فرعی الهیه,الهیه,909,"52,800,000,000",350,آپارتمان,4,دارد,دارد,دارد,7 سال,"150,857,000"
900,فروش آپارتمان 420 فوق لاکچری در الهیه,الهیه,909,قیمت توافقی,۴۲۰,آپارتمان,۴,دارد,دارد,دارد,نوساز,
901,پنتهاوس250مترتراس گاردن فوری,الهیه,909,قیمت توافقی,۲۵۰,آپارتمان,۴,دارد,دارد,دارد,۲۱ سال,
902,فروش آپارتمان 185 متر در الهیه,الهیه,909,"24,050,000,000",185,آپارتمان,3,دارد,دارد,دارد,12 سال,"130,000,000"
903,فروش آپارتمان 1600 متر در الهیه,الهیه,909,قیمت توافقی,"۱,۶۰۰",آپارتمان,۵ به بالا,دارد,دارد,دارد,نوساز,
904,105 متر تکواحدی الهیه,الهیه,909,"11,500,000,000",105,آپارتمان,2,دارد,دارد,دارد,15 سال,"109,524,000"
905,فروش 295 متر فرشته فول امکانات,الهیه,909,"94,500,000,000",295,آپارتمان,3,دارد,دارد,دارد,3 سال,"320,339,000"
906,فروش آپارتمان 258 متر در الهیه,الهیه,909,قیمت توافقی,۲۵۸,آپارتمان,۴,دارد,دارد,دارد,۱۳ سال,
907,فروش آپارتمان 700 متر در الهیه,الهیه,909,قیمت توافقی,۷۰۰,آپارتمان,۵ به بالا,دارد,دارد,دارد,۱ سال,
908,فروش خانه و کلنگی 700 متر,الهیه,909,قیمت توافقی,۷۰۰,خانه و کلنگی,۵ به بالا,دارد,دارد,,بیشتر از ۳۰ سال,
909,103 متر سرمایه گذاری زعفرانیه فوری,الهیه,909,"12,000,000,000",103,آپارتمان,2,دارد,دارد,دارد,19 سال,"116,505,000"
910,فروش آپارتمان 200 متر در الهیه,الهیه,909,قیمت توافقی,۲۰۰,آپارتمان,۳,دارد,دارد,دارد,۴ سال,
911,380 متر 3 پارکینگ تاپ لوکیشن زعفرانیه,الهیه,909,"47,000,000,000",380,آپارتمان,3,دارد,دارد,دارد,18 سال,"123,684,000"
912,103 متر سرمایه گذاری زعفرانیه فوری,الهیه,909,"12,000,000,000",103,آپارتمان,2,دارد,دارد,دارد,18 سال,"116,505,000"
913,118 متری مدرن / 56 آیتم مشاعات / فرعی دنج فرشته,الهیه,909,قیمت توافقی,۱۱۸,آپارتمان,۲,دارد,دارد,دارد,نوساز,
914,فروش آپارتمان 320 متر در الهیه,الهیه,909,"99,000,000,000",320,آپارتمان,3,دارد,دارد,دارد,نوساز,"309,375,000"
915,120 متری سوپر لوکس در الهیه / 56 آیتم مشاعات,الهیه,909,قیمت توافقی,۱۲۰,آپارتمان,۲,دارد,دارد,دارد,نوساز,
916,1250 متر مجلل ترین عمارت تهران/ شهرک غرب,الهیه,909,قیمت توافقی,"۱,۲۵۰",خانه و کلنگی,۵ به بالا,دارد,دارد,,نوساز,
917,واحد 400متر40مترتراس ویو ابد,الهیه,909,قیمت توافقی,۴۰۰,آپارتمان,۴,دارد,دارد,دارد,۲ سال,
918,اپارتمان 45 متری,امیر بهادر,5304,"1,750,000,000",45,آپارتمان,1,,دارد,,13 سال,"38,889,000"
919,74متر فول‌امکانات/امیریه فروزش,امیر بهادر,5304,"2,780,000,000",74,آپارتمان,2,دارد,دارد,دارد,14 سال,"37,568,000"
920,65مترامیربهادر-برزگر,امیر بهادر,5304,"3,250,000,000",65,آپارتمان,1,دارد,دارد,دارد,نوساز,"50,000,000"
921,فروش آپارتمان 116 متر در امیر بهادر,امیر بهادر,5304,"9,228,000,000",116,آپارتمان,2,دارد,دارد,دارد,1 سال,"79,552,000"
922,فروش آپارتمان 48 متر در امیر بهادر,امیر بهادر,5304,"1,350,000,000",48,آپارتمان,1,,دارد,,18 سال,"28,125,000"
923,فروش خانه و کلنگی 270 متر در امیر بهادر,امیر بهادر,5304,"5,500,000,000",270,خانه و کلنگی,4,,دارد,,31 سال,"20,370,000"
924,40مترمدرس-جوادیان,امیر بهادر,5304,"2,000,000,000",40,آپارتمان,1,دارد,دارد,دارد,نوساز,"50,000,000"
925,52مترامیربهادر-مقربی,امیر بهادر,5304,"2,000,000,000",52,آپارتمان,1,,دارد,دارد,16 سال,"38,462,000"
926,66متردوخواب امیریه-مدرس,امیر بهادر,5304,"2,500,000,000",66,آپارتمان,2,دارد,دارد,دارد,16 سال,"37,879,000"
927,95مترامیربهادر-مدرس,امیر بهادر,5304,"5,130,000,000",95,آپارتمان,2,دارد,دارد,دارد,نوساز,"54,000,000"
928,40 مترامیربهادر-مدرس,امیر بهادر,5304,"2,000,000,000",40,آپارتمان,1,دارد,دارد,دارد,نوساز,"50,000,000"
929,فروش آپارتمان 90 متر در امیر بهادر,امیر بهادر,5304,"2,990,000,000",90,آپارتمان,2,دارد,دارد,دارد,12 سال,"33,222,000"
930,46متر تخلیه مهدیه تهران,امیر بهادر,5304,"1,650,000,000",46,آپارتمان,1,دارد,,,17 سال,"35,870,000"
931,فروش آپارتمان 58 متر در امیر بهادر,امیر بهادر,5304,"2,150,000,000",58,آپارتمان,2,دارد,دارد,,25 سال,"37,069,000"
932,104مترامیریه-مختاری غربی (غرق نور),امیر بهادر,5304,"3,640,000,000",104,آپارتمان,2,دارد,دارد,دارد,نوساز,"35,000,000"
933,111مترامیربهادر-مقربی,امیر بهادر,5304,"5,660,000,000",111,آپارتمان,3,دارد,دارد,دارد,3 سال,"50,991,000"
934,80مترامیربهادر-مدرس,امیر بهادر,5304,"4,000,000,000",80,آپارتمان,2,دارد,دارد,دارد,4 سال,"50,000,000"
935,پیش فروش70متر3دانگ ازمجتمع صدف نگین مرواریدشهردریاچه چیتگر,امیر بهادر,5304,"966,000,000",70,آپارتمان,2,دارد,دارد,دارد,نوساز,"13,800,000"
936,60مترامیربهادر-فروزش,امیر بهادر,5304,"2,700,000,000",60,آپارتمان,1,دارد,دارد,دارد,نوساز,"45,000,000"
937,113مترامیربهادر-فروزش,امیر بهادر,5304,"4,750,000,000",113,آپارتمان,3,دارد,,دارد,نوساز,"42,035,000"
938,محدوده منیریه آپارتمان,امیر بهادر,5304,"2,500,000,000",50,آپارتمان,1,,دارد,,16 سال,"50,000,000"
939,40مترمدرس-جوادیان,امیر بهادر,5304,"1,850,000,000",40,آپارتمان,1,,,دارد,نوساز,"46,250,000"
940,83مترامیربهادر-فروزش,امیر بهادر,5304,"3,250,000,000",83,آپارتمان,2,,دارد,دارد,5 سال,"39,157,000"
941,فروش آپارتمان 62 متر در امیر بهادر,امیر بهادر,5304,"3,500,000,000",62,آپارتمان,1,دارد,دارد,دارد,6 سال,"56,452,000"
942,آپارتمان 215 متر در امیرآباد,امیرآباد,4646,"21,500,000,000",215,آپارتمان,4,دارد,دارد,دارد,نوساز,"100,000,000"
943,فروش آپارتمان 250 متر در امیرآباد,امیرآباد,4646,"25,000,000,000",250,آپارتمان,4,دارد,دارد,دارد,نوساز,"100,000,000"
944,فروش آپارتمان 138 متر در امیرآباد فوری,امیرآباد,4646,"11,730,000,000",138,آپارتمان,3,دارد,دارد,دارد,نوساز,"85,000,000"
945,فروش آپارتمان 90 متر در امیرآباد,امیرآباد,4646,قیمت توافقی,۹۰,آپارتمان,۲,دارد,دارد,دارد,نوساز,
946,فروش آپارتمان 114 متر,امیرآباد,4646,قیمت توافقی,۱۱۴,آپارتمان,۲,دارد,دارد,دارد,نوساز,
947,فروش آپارتمان 95 متر در امیرآباد,امیرآباد,4646,"9,300,000,000",95,آپارتمان,2,دارد,دارد,دارد,1 سال,"97,895,000"
948,فروش آپارتمان 125 متر در امیرآباد,امیرآباد,4646,"10,750,000,000",125,آپارتمان,2,دارد,دارد,دارد,7 سال,"86,000,000"
949,فروش آپارتمان 107 متر در امیرآباد,امیرآباد,4646,قیمت توافقی,۱۰۷,آپارتمان,۲,دارد,دارد,دارد,نوساز,
950,فروش آپارتمان 235 متر در امیرآباد,امیرآباد,4646,"23,500,000,000",235,آپارتمان,4,دارد,دارد,دارد,نوساز,"100,000,000"
951,فروش آپارتمان 78 متر در امیرآباد,امیرآباد,4646,"4,950,000,000",78,آپارتمان,2,,دارد,دارد,6 سال,"63,462,000"
952,95 متر اپارتمان / جانبازان,امیرآباد,4646,"9,300,000,000",95,آپارتمان,2,دارد,دارد,دارد,3 سال,"97,895,000"
953,فروش آپارتمان 107 متر در امیرآباد,امیرآباد,4646,"10,700,000,000",107,آپارتمان,2,دارد,دارد,دارد,نوساز,"100,000,000"
954,فروش آپارتمان 226 متر در امیرآباد شمالی، جانبازان تک واحدی,امیرآباد,4646,قیمت توافقی,۱۶۸,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
955,فروش آپارتمان 235 متر در امیرآباد,امیرآباد,4646,"23,500,000,000",235,آپارتمان,4,دارد,دارد,دارد,نوساز,"100,000,000"
956,فروش آپارتمان 118 متر در یوسف آباد فول امکانات,امیرآباد,4646,"8,260,000,000",118,آپارتمان,2,دارد,دارد,دارد,11 سال,"70,000,000"
957,فروش آپارتمان 144 متر در امیرآباد,امیرآباد,4646,"13,950,000,000",144,آپارتمان,3,دارد,دارد,دارد,1 سال,"96,875,000"
958,فروش آپارتمان 200 متر در امیرآباد,امیرآباد,4646,"12,000,000,000",200,آپارتمان,3,دارد,دارد,دارد,26 سال,"60,000,000"
959,فروش آپارتمان 139 متر در امیرآباد,امیرآباد,4646,"14,595,000,000",139,آپارتمان,3,دارد,دارد,دارد,نوساز,"105,000,000"
960,فروش آپارتمان 125 متر در امیرآباد,امیرآباد,4646,"9,950,000,000",125,آپارتمان,3,دارد,دارد,دارد,10 سال,"79,600,000"
961,فروش آپارتمان 95 متر در امیرآباد,امیرآباد,4646,قیمت توافقی,۹۵,آپارتمان,۲,دارد,دارد,دارد,۱ سال,
962,65اسانسور دار,امیریه,921,"1,950,000,000",65,آپارتمان,1,,دارد,دارد,11 سال,"30,000,000"
963,122متربر اصلی فرهنگ,امیریه,921,"6,000,000,000",122,آپارتمان,2,دارد,دارد,دارد,9 سال,"49,180,000"
964,واحد 48 متری پارکینگ دار,امیریه,921,"1,530,000,000",48,آپارتمان,1,دارد,دارد,,19 سال,"31,875,000"
965,76 متر قدرالسهم دار در فرهنگ,امیریه,921,قیمت توافقی,۷۶,آپارتمان,۲,دارد,دارد,,۲۶ سال,
966,56 متر وام دار در میدان محمدیه,امیریه,921,"1,620,000,000",56,آپارتمان,1,,,دارد,12 سال,"28,929,000"
967,آپارتمان فروش فوری 75 متر,امیریه,921,"2,800,000,000",75,آپارتمان,2,دارد,دارد,,17 سال,"37,333,000"
968,140 متر 3 خواب غرق نور/ تکواحدی/ فروزش,امیریه,921,"5,300,000,000",140,آپارتمان,3,دارد,,دارد,5 سال,"37,857,000"
969,آپارتمان فروش فوری 7500 ت,امیریه,921,"7,500,000,000",140,آپارتمان,2,دارد,دارد,دارد,3 سال,"53,571,000"
970,آپارتمان 93 متر امیر یه,امیریه,921,"2,500,000,000",93,آپارتمان,2,,دارد,,21 سال,"26,882,000"
971,آپارتمان 110/40 دو خواب در جای دنج و آرام,امیریه,921,"5,400,000,000",110,آپارتمان,2,دارد,,دارد,16 سال,"49,091,000"
972,فروش آپارتمان 80 متر در امیریه,امیریه,921,"3,000,000,000",80,آپارتمان,2,,دارد,,20 سال,"37,500,000"
973,94 متر آپارتمان غرق نور,امیریه,921,"2,400,000,000",94,آپارتمان,2,,دارد,دارد,نوساز,"25,532,000"
974,95 متر تکواحدی غرق نور,امیریه,921,"3,700,000,000",95,آپارتمان,2,دارد,دارد,دارد,2 سال,"38,947,000"
975,آپارتمان 47متر در فروزش,امیریه,921,قیمت توافقی,۴۷,آپارتمان,۱,دارد,دارد,,۲۷ سال,
976,درخواست خانه دو خوابه,امیریه,921,"1,600,000,000",60,آپارتمان,2,,,,16 سال,"26,667,000"
977,آپارتمان امیریه,امیریه,921,"2,500,000,000",58,آپارتمان,1,دارد,دارد,دارد,5 سال,"43,103,000"
978,فروش آپارتمان 42 متر در امیریه,امیریه,921,"2,000,000,000",42,آپارتمان,1,دارد,دارد,دارد,نوساز,"47,619,000"
979,خونه باغی در شهرستان ملایر,امیریه,921,"600,000,000",138,,,,,,,"4,348,000"
980,44متر/فول بازسازی/سرمایه‌گذاری,امیریه,921,"1,400,000,000",44,آپارتمان,1,,,,23 سال,"31,818,000"
981,آپارتمان 55 متری با 16 متر حیاط خلوط در اختیار,امیریه,921,"1,900,000,000",55,آپارتمان,1,دارد,دارد,,10 سال,"34,545,000"
982,آپارتمان خوش نقشه فول بازسازی/فروزش،امیریه,امیریه,921,"1,500,000,000",48,آپارتمان,1,,دارد,,26 سال,"31,250,000"
983,158متر خانه کلنگی,امیریه,921,"10,000,000,000",158,خانه و کلنگی,,,,,,"63,291,000"
984,فروش آپارتمان 70 متر در امیریه,امیریه,921,"3,650,000,000",70,آپارتمان,2,دارد,دارد,دارد,7 سال,"52,143,000"
985,51.69متری واقع در خیابان ولیعصر- امیریه,امیریه,921,"2,000,000,000",52,آپارتمان,1,,,دارد,10 سال,"38,462,000"
986,آپارتمان منیریه,امیریه,921,"2,500,000,000",60,آپارتمان,1,دارد,دارد,دارد,5 سال,"41,667,000"
987,50متر/پارکینگدار/ولیعصر/امیربهادر/مدرس,امیریه,921,"1,570,000,000",50,آپارتمان,1,دارد,دارد,,15 سال,"31,400,000"
988,آپارتمان امیریه,امیریه,921,"2,600,000,000",60,آپارتمان,1,دارد,دارد,دارد,5 سال,"43,333,000"
989,34متر تک واحدی /مناسب سرمایه گذاری/مختاری غربی,امیریه,921,"935,000,000",34,آپارتمان,1,,دارد,,10 سال,"27,500,000"
990,یکدواحد اپارتمان، براصلی، قدرالسهم دارد,امیریه,921,"2,200,000,000",83,آپارتمان,2,,,,بیشتر از 30 سال,"26,506,000"
991,فروش آپارتمان 85 متر در امیریه,امیریه,921,"3,650,000,000",85,آپارتمان,2,دارد,دارد,دارد,نوساز,"42,941,000"
992,پیش فروش 150 متر/شیک و لوکس و مدرن/ اقساط/ آبشار,امیریه,921,"1,570,000,000",150,آپارتمان,3,دارد,دارد,دارد,نوساز,"10,467,000"
993,آپارتمان خوش ساخت فروشی فروزش امیریه,امیریه,921,"2,500,000,000",60,آپارتمان,2,دارد,,,12 سال,"41,667,000"
994,90 متر / 2 خواب / نوساز / فول,امیریه,921,"3,820,000,000",90,آپارتمان,2,دارد,دارد,دارد,نوساز,"42,444,000"
995,آپارتمان 82 متری تک واحدی,امیریه,921,"2,400,000,000",82,آپارتمان,2,,دارد,,11 سال,"29,268,000"
996,فروش آپارتمان 86 متری 14 ساله وحدت اسلامی کوچه یوسفی,امیریه,921,قیمت توافقی,۸۶,آپارتمان,۲,دارد,دارد,دارد,۱۴ سال,
997,فروش آپارتمان 95 متر در امیریه,امیریه,921,"3,800,000,000",95,آپارتمان,2,دارد,دارد,دارد,1 سال,"40,000,000"
998,45متری تک خواب مختاری غربی,امیریه,921,"1,150,000,000",49,آپارتمان,1,,دارد,,22 سال,"23,469,000"
999,پیش فروش واحد100مترازبهترین نقطه وبهترین لوکیشن منطقه ی,امیریه,921,"1,400,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
1000,آپارتمان 76متری,امیریه,921,قیمت توافقی,۷۶,آپارتمان,۲,,دارد,,۲۶ سال,
1001,فروش آپارتمان 270 متر در اندرزگو/فوری,اندرزگو,9049,قیمت توافقی,۲۷۰,آپارتمان,۳,دارد,دارد,دارد,نوساز,
1002,پیش فروش آپارتمان 100 متر ماهور چیتگر در اندرزگو,اندرزگو,9049,"1,280,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"12,800,000"
1003,فروش آپارتمان 250 متر در اندرزگو فوری,اندرزگو,9049,"35,000,000,000",250,آپارتمان,3,دارد,دارد,دارد,نوساز,"140,000,000"
1004,اندرزگو / کلنگی قابل سکونت و حیاط دار 105 متر,اندرزگو,9049,"13,500,000,000",105,خانه و کلنگی,2,,,,بیشتر از 30 سال,"128,571,000"
1005,فروش آپارتمان 130 متر در اندرزگو,اندرزگو,9049,"15,300,000,000",130,آپارتمان,2,دارد,دارد,دارد,6 سال,"117,692,000"
1006,فروش آپارتمان 183 متر در اندرزگو,اندرزگو,9049,"26,000,000,000",183,آپارتمان,3,دارد,دارد,دارد,نوساز,"142,077,000"
1007,فروش آپارتمان 100 متر در اندرزگو,اندرزگو,9049,"1,380,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"13,800,000"
1008,فروش آپارتمان 130 متر در اندرزگو,اندرزگو,9049,"15,500,000,000",130,آپارتمان,2,دارد,دارد,دارد,6 سال,"119,231,000"
1009,فروش آپارتمان 65 متر در اندرزگو,اندرزگو,9049,"8,000,000,000",65,آپارتمان,1,دارد,دارد,دارد,10 سال,"123,077,000"
1010,فروش آپارتمان 200 متر در اندرزگو,اندرزگو,9049,قیمت توافقی,۲۰۰,آپارتمان,۳,دارد,دارد,دارد,نوساز,
1011,160 متری اندرزگو سلیمی,اندرزگو,9049,"22,000,000,000",160,آپارتمان,3,دارد,دارد,دارد,1 سال,"137,500,000"
1012,فروش ملک کلنگی 3131متر بر اندرزگو,اندرزگو,9049,قیمت توافقی,"۳,۱۳۱",خانه و کلنگی,۵ به بالا,,,,۳۱ سال,
1013,پیش فروش آپارتمان 103 متر در قطب گردشگری وام دار,اندرزگو,9049,"1,350,000,000",103,آپارتمان,2,دارد,دارد,دارد,نوساز,"13,107,000"
1014,فروش آپارتمان 100 متر در اندرزگو,اندرزگو,9049,"8,700,000,000",100,آپارتمان,2,دارد,دارد,دارد,6 سال,"87,000,000"
1015,آغاز پیش فروش واحد های 240 متری در غرب‌ تهران *باملند*,اندرزگو,9049,"5,544,000,008",240,آپارتمان,4,دارد,دارد,دارد,نوساز,"23,100,000"
1016,اندرزگو. 173 متر 3 خواب فول. تکواحدی.,اندرزگو,9049,"19,850,000,000",173,آپارتمان,3,دارد,دارد,دارد,3 سال,"114,740,000"
1017,فروش 145 متر 3 خواب اندرزگو / 2 جهت نورگیر,اندرزگو,9049,"12,500,000,000",145,آپارتمان,3,دارد,دارد,دارد,16 سال,"86,207,000"
1018,فروش آپارتمان 130 متر در اندرزگو/اکازیون,اندرزگو,9049,قیمت توافقی,۱۳۰,آپارتمان,۳,دارد,دارد,دارد,نوساز,
1019,فروش آپارتمان 110 متر در اندرزگو,اندرزگو,9049,"13,500,000,000",110,آپارتمان,2,دارد,دارد,دارد,نوساز,"122,727,000"
1020,فروش آپارتمان 330 متر در اندرزگو/اکازیون,اندرزگو,9049,قیمت توافقی,۳۳۰,آپارتمان,۴,دارد,دارد,دارد,نوساز,
1021,فروش برج 270 متر امکانات هتلینگ در اندرزگو,اندرزگو,9049,قیمت توافقی,۲۷۰,آپارتمان,۴,دارد,دارد,دارد,نوساز,
1022,فروش آپارتمان 91 متر در اندرزگو,اندرزگو,9049,"2,000,000,000",91,آپارتمان,2,دارد,دارد,دارد,نوساز,"21,978,000"
1023,فروش آپارتمان 234 متر در اندرزگو,اندرزگو,9049,"26,000,000,000",234,آپارتمان,3,دارد,دارد,دارد,5 سال,"111,111,000"
1024,فروش آپارتمان 50 متر در اندرزگو,اندرزگو,9049,"6,600,000,000",50,آپارتمان,1,دارد,دارد,دارد,2 سال,"132,000,000"
1025,آپارتمان 160 متری طبقه ششم,اندرزگو,9049,"5,985,000,000",160,آپارتمان,3,دارد,دارد,دارد,نوساز,"37,406,000"
1026,اندرزگو حکمت 350 زمین 350 بنا استتنایی,اندرزگو,9049,"84,000,000,000",350,ویلا,4,دارد,دارد,,31 سال,"240,000,000"
1027,چیذر 75متری ، 2خواب,اندرزگو,9049,"5,200,000,000",75,آپارتمان,2,دارد,دارد,,29 سال,"69,333,000"
1028,75 متر یکخواب / فول / تک واحدی / حکمت - اندرزگو,اندرزگو,9049,"7,900,000,000",75,آپارتمان,1,دارد,دارد,دارد,8 سال,"105,333,000"
1029,فروش آپارتمان 135 متر3خواب در اندرزگو,اندرزگو,9049,"12,800,000,000",135,آپارتمان,3,دارد,دارد,دارد,19 سال,"94,815,000"
1030,پیش فروش آپارتمان 100 متر ماهور دریاچه چیتگردر اندرزگو,اندرزگو,9049,"580,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"5,800,000"
1031,فروش آپارتمان 142 متر در اندرزگو,اندرزگو,9049,"13,500,000,000",142,آپارتمان,3,دارد,دارد,دارد,16 سال,"95,070,000"
1032,فروش آپارتمان 56 متر در اندرزگو/فوری,اندرزگو,9049,"5,500,000,000",56,آپارتمان,1,,دارد,دارد,11 سال,"98,214,000"
1033,فروش آپارتمان 130 متر در اندرزگو,اندرزگو,9049,"15,600,000,000",130,آپارتمان,2,دارد,دارد,دارد,6 سال,"120,000,000"
1034,130 متر اندرزگو سه جهت نور,اندرزگو,9049,"15,350,000,000",130,آپارتمان,2,دارد,دارد,دارد,6 سال,"118,077,000"
1035,فروش آپارتمان 110 متر در اندرزگو,اندرزگو,9049,"12,200,000,000",110,آپارتمان,2,دارد,دارد,دارد,نوساز,"110,909,000"
1036,فروش آپارتمان 130 متر در اندرزگو,اندرزگو,9049,"15,340,000,000",130,آپارتمان,2,دارد,دارد,دارد,5 سال,"118,000,000"
1037,فروش آپارتمان 370 متر در اندرزگو,اندرزگو,9049,قیمت توافقی,۳۷۰,آپارتمان,۴,دارد,دارد,دارد,نوساز,
1038,2دانگ فروشی4دانگ مشارکت یاکلافروش,بازار,938,قیمت توافقی,۲۸۴,خانه و کلنگی,۵ به بالا,,,,بیشتر از ۳۰ سال,
1039,فروش آپارتمان 120 متری 3خواب,بازار,938,"780,000,000",120,آپارتمان,3,دارد,دارد,دارد,نوساز,"6,500,000"
1040,فروش آپارتمان 120 متر در بازار,بازار,938,قیمت توافقی,۱۲۰,آپارتمان,۲,دارد,دارد,دارد,نوساز,
1041,آپارتمان 57 متری,بازار,938,"1,600,000,000",57,آپارتمان,1,دارد,دارد,,11 سال,"28,070,000"
1042,آپارتمان 103 متر,بازار,938,"3,700,000,000",103,آپارتمان,2,دارد,دارد,دارد,7 سال,"35,922,000"
1043,خانه کلنگی 155 متر,بازار,938,"2,635,000,000",155,خانه و کلنگی,5 به بالا,,,,بیشتر از 30 سال,"17,000,000"
1044,فروش آپارتمان 121 متر در بازار,بازار,938,"1,000,000,000",121,آپارتمان,3,دارد,دارد,دارد,نوساز,"8,264,000"
1045,فروش کلنگی 136 متر در بازار,بازار,938,"5,500,000,000",136,خانه و کلنگی,2,,,,بیشتر از 30 سال,"40,441,000"
1046,خانه کلنگی در مولوی,بازار,938,قیمت توافقی,۳۱۵,خانه و کلنگی,۳,,,,بیشتر از ۳۰ سال,
1047,واحد 80 متری ایستگاه سعادت ذکایی,بازار,938,"1,760,000,000",80,آپارتمان,2,دارد,,دارد,6 سال,"22,000,000"
1048,آپارتمان 50متری طبقه دوم دو واحدی,بازار,938,قیمت توافقی,۵۰,آپارتمان,۱,,دارد,,۱۶ سال,
1049,خانه قدیمی درخیابان مصطفی خمینی,بازار,938,"3,500,000,000",165,خانه و کلنگی,2,,,,بیشتر از 30 سال,"21,212,000"
1050,آپارتمان 120متری جلفا ارسباران,بازار,938,"7,800,000,000",120,آپارتمان,2,,دارد,,31 سال,"65,000,000"
1051,ملک کلنگی خوش نقشه,بازار,938,"7,175,000,000",175,,,,,,,"41,000,000"
1052,کلنگی.انبار.تولیدی.بازار.مولوی,بازار,938,"23,500,000,000",245,خانه و کلنگی,5 به بالا,,,,28 سال,"95,918,000"
1053,خانه 4 طبقه (خیابان15خردادغربی),بازار,938,"5,200,000,000",61,خانه و کلنگی,1,دارد,دارد,,28 سال,"85,246,000"
1054,پیش فروش100متربانقشه وپلانهای اروپایی ازپروژه ایثارگران,بازار,938,"1,400,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
1055,ویلا600متری نور,بازار,938,"7,200,000,000",600,,,,,,,"12,000,000"
1056,61 متری مرتضی گرد,بازار,938,"800,000,000",61,آپارتمان,1,,,دارد,نوساز,"13,115,000"
1057,آپارتمان 56 متری وامدار در میدان محمدیه,بازار,938,"1,620,000,000",56,آپارتمان,1,,,دارد,18 سال,"28,929,000"
1058,خانه ویلایی 257 متری (جهت سکونت، انبار، کارگاهی، ساخت و ساز),بازار,938,"11,500,000,000",257,خانه و کلنگی,3,دارد,دارد,,21 سال,"44,747,000"
1059,خانه کلنگی,بازار,938,"8,400,000,000",210,خانه و کلنگی,5 به بالا,,,,31 سال,"40,000,000"
1060,آپارتمان 78 متری بازارچه شاپور,بازار,938,"2,600,000,000",78,آپارتمان,2,دارد,دارد,دارد,5 سال,"33,333,000"
1061,فروش فوری آپارتمان 85 متری خیام جنوبی,بازار,938,"2,300,000,000",85,آپارتمان,2,دارد,,دارد,1 سال,"27,059,000"
1062,72متر دو خواب,بازار,938,"1,260,000,000",72,آپارتمان,2,,دارد,,16 سال,"17,500,000"
1063,41 متر اپارتمان مولوی,بازار,938,"1,250,000,000",41,آپارتمان,1,دارد,دارد,دارد,7 سال,"30,488,000"
1064,فر ش خونه کلنگی 143 متر بر 8.50 فوری,بازار,938,"7,293,000,000",143,خانه و کلنگی,2,دارد,دارد,,26 سال,"51,000,000"
1065,475 متر کلنگی واقع در بازار بزرگ تهران,بازار,938,"33,250,000,000",475,خانه و کلنگی,5 به بالا,,,,بیشتر از 30 سال,"70,000,000"
1066,دوخوابه63متری,بازار,938,"1,410,000,000",63,آپارتمان,2,,,دارد,8 سال,"22,381,000"
1067,آپارتمان 57متربا5مترانباری,بازار,938,"1,650,000,000",57,آپارتمان,2,,دارد,,16 سال,"28,947,000"
1068,57 متر پُرنور ساکت,بازار,938,"1,850,000,000",57,آپارتمان,1,دارد,دارد,دارد,9 سال,"32,456,000"
1069,ملک کلنگی در منطقه تجاری مرکزتهران,بازار,938,قیمت توافقی,۱۶۰,خانه و کلنگی,۲,,,,بیشتر از ۳۰ سال,
